Số bản ghi,Số cột,Tổng doanh thu (VND),Doanh thu trung bình (VND),Số khách hàng,Số đơn hàng,Giá trị thiếu,Giá trị ngoại lai (IQR)
1002,13,1401020000,1398223.5528942116,149,429,0,0
